"pull_request_id","loc_additions","loc_deletions","num_files_changed","pr_src_state","pr_src_title","merged_status"
"209846","214030","2","37","closed","arch: arm: support for KW2xD SiP and USB-KW24D512","Merged"
"259633","212367","2","25","closed","Imxrt1020 enablement","Merged"
"260452","211769","51","193","closed","Add stm32g0 support","Rejected"
"261423","204409","50","233","closed","stm32wb: Add BLE support through IPM HCI driver","Rejected"
"255733","202391","0","302","closed","RFC: Add psoc6","Merged"
"255103","200220","10","190","closed","porting stm32f2","Merged"
"261349","199357","21","195","closed"," STM32WB Series support","Merged"
"259551","178959","62225","303","closed"," ext: mcux: Update to MCUXpresso SDK 2.5.0","Merged"
"262226","172643","3342","125","closed","Enable imxrt1015","Merged"
"262809","162821","2","260","closed","Add support for TI CC13x2 and CC26x2 SoCs","Merged"
"261703","153736","284","100","closed","[RFC] ST sensor drivers migration to STdC","Rejected"
"254664","153165","3882","143","closed","ext: hal: nordic: Update nrfx to version 1.0.0","Merged"
"259147","119532","126","169","closed","RV32M1 SoC and VEGAboard support","Merged"
"261379","114768","47707","152","closed","ext: hal: nordic: Update nrfx to version 1.6.2","Merged"
"214173","106680","400","218","closed","ext: simplelink: Update SDK to version 1.50.00.06","Merged"
"213439","103103","1","119","closed","Add support for MSP-EXP432P401R-LAUNCHXL","Merged"
"253957","99410","3","117","closed","merge arm branch into master","Merged"
"214823","99410","3","117","closed","Add support for LPCXpresso54114","Merged"
"213651","99362","3","118","closed","Zephyr lpc final v1.2","Rejected"
"262740","87892","2560","482","closed","samples: mesh: single timer to handle all transitions,  upgrade the implementation of Generic Move Message handlers & bugs fix","Rejected"
"257828","81248","10","95","closed","EFR32MG12P SoC support","Merged"
"260653","73836","8","121","closed","Add support for SAM E70 revision B","Merged"
"209233","69591","12120","383","closed","add additional hardware support for Hexiwear K64 module","Rejected"
"209274","68781","12303","363","closed","Merge arm branch into master","Merged"
"209208","67137","10206","273","closed","Add support for STM32F7 family & STM32F723E Discovery board ","Rejected"
"209226","65609","10198","242","closed","MPU Flash write","Rejected"
"209147","65035","10080","220","closed","Add support for STM32L496AG and STM32L496G Discovery board","Merged"
"258280","61279","13830","1166","closed","Rabase topic-counters on master","Rejected"
"215026","59197","0","64","closed","arch/arm/soc/nxp_imx: added support to imx7d m4 core","Rejected"
"254371","57940","0","67","closed","arch: Add support to imx7d m4 core and colibri_imx7d_m4 board","Merged"
"209513","53328","24","24","closed","ieee802154: update KW41Z driver to also support KW40Z","Merged"
"259361","53117","709","67","closed"," ext: hal: nordic: Update nrfx to version 1.5.0","Merged"
"263062","50799","4","62","closed","Add vl53l1x support","Rejected"
"259866","47121","3","92","closed","Rebase jan 2019","Rejected"
"256136","47121","3","92","closed","boards: arm: Add support for Silabs EFM32HG-SLSTK3400A","Merged"
"273164","47097","41750","1","closed","release: update sanitycheck footprint file","Merged"
"254176","46249","0","67","closed","board: arm: add initial support for Silabs Happy Gecko EFM32HG","Rejected"
"254880","46156","5","38","closed","boards: Add support for the iMX6SX Udoo Neo board","Merged"
"253889","45426","2408","151","closed","ext: nordic: Import nrfx 0.8.0","Merged"
"254833","44155","6","85","closed","Add initial support for Silicon Labs EFM32PG-STK3402A board","Rejected"
"258223","43926","14","82","closed","Add initial support for Silicon Labs EFM32PG-STK3402A board","Merged"
"209431","43541","207","160","closed","cc3220sf host driver","Rejected"
"209790","42233","10","84","closed","Cc3220sf host driver","Merged"
"260601","42219","1","31","closed","Mec2016evb port","Merged"
"214631","42151","1","129","closed","boards: add support for the Arduino Zero and the SAMD21 series","Merged"
"269690","41834","31947","1","closed","release: update sanitycheck release file","Merged"
"263959","39310","738416","1761","closed","doc/zio: Documentation for zio","Rejected"
"257728","38885","9072","154","closed","ext/hal: Cube update STM32L4 and F7 fixup","Merged"
"264162","36092","737707","1718","closed","doc/zio: Documentation for zio","Rejected"
"253850","35582","168","107","closed","Add support for SAMD20 Xplained Pro Board","Merged"
"269719","35303","35290","2","closed","release: fix sanitycheck release file","Merged"
"263633","34594","0","88","closed"," provide support for the ST S2LP 802.15.4 Radio","Rejected"
"209103","33971","20273","70","closed","ext: mcux: update to MCUX 2.2 for KW41Z","Merged"
"254693","32738","7","92","closed"," boards: arm: Add basic support for Silabs EFR32 SLWSTK6061A board ","Merged"
"253937","31954","0","50","closed","[RFC][DNM] Porting LoRaMAC-node project  to zephyr","Rejected"
"266933","31934","23367","1","closed","release: update sanitycheck release file","Merged"
"215056","31661","0","27","closed","Initial support for microchip cec1702","Rejected"
"261036","29683","211","103","closed","soc/samr21: Initial support","Merged"
"213435","28385","0","57","closed","Add support for MSP-EXP432P401R-LAUNCHXL","Rejected"
"264140","27366","19237","1440","closed","include/ restructring and header cleanup","Merged"
"255692","26577","8555","830","closed","[DNM] [RFC] drivers: counter: API proposal unifying counter and rtc drivers.","Merged"
"255076","25308","0","262","closed","openamp sample integration/app","Merged"
"254911","25000","1750","301","closed"," ext: mcux: Reorganize imported drivers into soc family subfolders","Merged"
"254576","24916","8027","288","closed","ext: mcux: Add import script and import latest version","Rejected"
"255075","24580","0","247","closed","Openamp import","Rejected"
"214580","24573","1","63","closed","WINC1500 WiFi module support","Merged"
"209135","24472","0","93","closed","ext: Import Atmel SAM4S header files from ASF library","Merged"
"260151","23492","27183","110","closed","ext: hal: atmel: sam: update to version 2.3.98","Merged"
"261364","23467","19460","134","closed","SimpleLink SDK 2.40 update","Merged"
"262951","23291","18328","1","closed","release: update footprint data","Merged"
"209081","22611","6","65","closed","net: add winc1500 driver from Atmel","Rejected"
"259898","20276","2284","86","closed","ext: hal: nordic: Update ieee802154 radio driver to version 1.2.3","Merged"
"213817","20037","27","74","closed","fs: Port of NFFS (Newtron Flash File System)","Merged"
"254526","18635","904","140","closed","[WIP] IEEE 802.1AS gPTP support","Rejected"
"259731","18425","52","74","closed","Bluetooth: controller: Introduce ULL LLL architecture","Merged"
"256818","18393","14961","1","closed","sanitycheck: update release data","Merged"
"214566","17764","12363","1707","closed","Migrate from KBuild to CMake","Merged"
"255880","17423","5260","16","closed","Imxrt1050 add a1 silicon support","Rejected"
"270978","17226","5773","575","closed","DNM: topic-gpio next plus deprecation patch set testing","Rejected"
"214626","17170","12167","1681","closed","Cmake final history rewrite [branch cleanup, not for review]","Rejected"
"256305","17166","5070","16","closed","Imxrt1050 add a1 silicon support","Rejected"
"270925","17163","5576","568","closed","DNM: topic-gpio integration branch testing","Rejected"
"272125","17117","6902","589","closed","Final merge of topic-gpio branch","Merged"
"272048","16888","5393","558","closed","DNM: topic-gpio rebase build test 20200202","Rejected"
"270995","16870","5385","555","closed","DNM: topic-gpio rebase build test 20200129","Rejected"
"270946","16830","5332","553","closed","DNM: topic-gpio rebase build test 20200128","Rejected"
"209851","16494","0","71","closed","Bluetooth: Mesh: Add initial implementation","Merged"
"209831","16494","0","71","closed","Bluetooth: Mesh: Add initial implementation","Rejected"
"254100","16448","2442","26","closed","cmsis: Update ARM CMSIS headers to version 5.2.0","Merged"
"270840","16233","5146","520","closed","[DNM] rebased topic-gpio build test 20200125","Rejected"
"258613","15860","4548","451","closed","gpio: add driver for MCP23S17 GPIO chip","Rejected"
"270781","15332","4660","456","closed","[topic-gpio] samples: drivers: espi: Migrate to new gpio API","Rejected"
"214485","15329","220","115","closed","Add Altera HAL support for Altera NIOSII MAX 10 devices","Merged"
"270779","15325","4660","456","closed","samples: drivers: espi: Migrate to new GPIO API and use device tree definitions","Rejected"
"255659","14997","13400","1","closed","release: update footprint data","Merged"
"253962","14830","2259","193","closed","drivers: pinctrl device interface (Linux-like) and STM32F0 driver","Rejected"
"215027","14275","5096","11","closed","arch: nios2: update nios2 softcpu image","Merged"
"270529","13813","4168","367","closed","[DNM] topic-gpio rebase on master - build test","Rejected"
"270323","13751","4498","361","closed","[TOPIC-GPIO] drivers: gpio_cc2650: Removal due to deprecated platform","Rejected"
"254498","13407","10321","1","closed","release: update sanitycheck footprint data","Merged"
"263587","13074","7001425","2613","closed","nxp: move HAL to external repo","Rejected"
"209457","13024","12030","336","closed","Release notes 1.8","Rejected"
"257711","12991","0","101","closed","Porting Zephyr to Unisoc uwp5661 chip.","Rejected"
"255731","12677","9256","113","closed","ext: hal: nordic: Update nrfx to version 1.1.0","Merged"
"253900","12605","12733","273","closed","ext: STM32Cube update F4/L4","Merged"
"256683","12393","3832","200","closed","Added I2C_1 and CAN_1 master for the Nucleo L476RG board.","Rejected"
"269978","12373","5103","320","closed","tests: boards: remove intel_s1000_crb tests","Rejected"
"209830","12066","2","41","closed","add vl53l0x time of flight sensor","Merged"
"262437","12056","5120","952","closed","soc: nordic_nrf: - MPU temperature sensor default","Rejected"
"209390","12016","10954","258","closed","ZEP-2171: Move all board pinmux code from drivers/pinmux/stm32 to boards/arm/...","Rejected"
"214388","11657","763","715","closed","Cmake sync upstream","Rejected"
"214404","11472","735","685","closed","Cmake migration squash history","Rejected"
"209207","11317","4774","469","closed","Add support for STM32F723E Discovery","Rejected"
"214546","11249","512","648","closed","Cmake sync and fix dts","Rejected"
"273312","11148","3941","462","closed","Sc range changed not reset","Rejected"
"214055","10851","4","103","closed","RFC: Arch: Basic MIPS port.","Rejected"
"256781","10664","1067","109","closed","update mbedTLS to 2.12","Merged"
"254219","10655","17","97","closed","[DNM][RFC] RPMsg-Lite and OpenAMP side-by-side","Rejected"
"254166","10380","26","106","closed","mcumgr external library + zephyr support code","Merged"
"215023","10324","7971","1","closed","release: update sanitycheck footprint data","Merged"
"215000","10324","7972","1","closed","release: sanitycheck: update footprint data","Rejected"
"213792","10142","3481","72","closed","DO NOT MERGE: LwM2M holding PR for 1.10","Rejected"
"263582","10111","3888367","2021","closed","ext: st: move ST HAL to its own repo","Rejected"
"213901","9987","1188","549","closed","Introduce new config scheme","Rejected"
"270279","9871","0","86","closed","Add EDTT tests (BLE controller conformance)","Merged"
"262631","9806","1","49","closed","Microchip MEC1501 / mec15xxevb_assy6853 board support","Merged"
"254085","9780","14","83","closed","Introduce OpenAMP/RPMsg-Lite on LPC54114","Rejected"
"264547","9711","3860146","1941","closed","ext: hal: st: move to modules","Merged"
"254140","9609","3403","115","closed","crypto: mbedtls: Update mbedTLS to 2.7.0","Merged"
"214094","9563","280","541","closed","Cmake update branch","Rejected"
"262620","9523","1","48","closed","Development","Rejected"
"262591","9523","1","48","closed","Development","Rejected"
"213657","9445","1115","414","closed","DO NOT MERGE: Port zephyr from Make+Kconfig (KBuild) to CMake+Kconfig","Rejected"
"262744","9364","1657","1337","closed","License cleanup","Merged"
"264124","9213","967","24","closed","ext: hal: cmsis: Update ARM CMSIS headers to version 5.5.1","Merged"
"264735","8965","3","86","closed","test ignore","Rejected"
"254755","8864","1535","67","closed","[RFC][DNM]Bluetooth: controller: Refined architecture","Rejected"
"213535","8677","83","81","closed","[WIP] RPL border router sample application","Rejected"
"253901","8548","903","99","closed","VLAN support","Rejected"
"262553","8359","0","63","closed","Introduce a new WiFi manager","Rejected"
"209718","8353","1","37","closed","Introduce LWM2M subsystem for Zephyr","Merged"
"273459","8331","6430","377","closed","ztest: rename zassert_ APIs","Rejected"
"213774","8162","2884","53","closed","Zoap multi fragment support","Merged"
"214332","8130","3380","401","closed","boards: arm: Disable UART Hardware flow control as default for VBLUno51","Rejected"
"255849","8032","0","34","closed","Initial gPTP 802.1AS-2011 support","Merged"
"256590","7996","7431","345","closed","C++: fix C++ file includes I2c.h","Rejected"
"213917","7983","2383","1","closed","release: update footprint data","Merged"
"262758","7863","41","1","closed","tests: crypto: Update HMAC_PRNG test","Merged"
"262603","7846","5579","99","closed","ext: hal: nordic: Update nrfx to version 1.7.1","Merged"
"267911","7750","18","70","closed","VEGABoard BLE SW LL","Merged"
"254424","7691","831","105","closed","[WIP] Network application for automatic testing","Rejected"
"268654","7675","4202","1170","closed","kconfig: Make header comments consistent globally","Merged"
"256420","7634","627","71","closed","subsys: shell rework","Merged"
"256453","7624","683","68","closed","Dlist fix code","Rejected"
"258334","7593","5921","320","closed"," scripts: dts: Use DT_ prefix in generated labels","Merged"
"213976","7475","264","423","closed","cmake: more samples/subsystems ported","Rejected"
"256170","7433","2","29","closed","Character framebuffer for monochrome dot matrix displays","Merged"
"273024","7335","1362","71","closed","new devicetree.h API","Merged"
"259413","7269","1801","90","closed","ext: lib: crypto: Update mbedTLS 2.14.1","Merged"
"269909","7115","5","63","closed","Adsp i2s test","Rejected"
"257097","7070","24","27","closed","Coap library support over sockets","Merged"
"258174","7067","353","73","closed","Add zffs","Rejected"
"254048","6995","0","36","closed","Add tinyCBOR external library and apply mynewt upstream patch from intel/tinycbor#83","Merged"
"269907","6904","5","62","closed","Adsp dma test","Rejected"
"265490","6897","9","34","closed","dts: Add new DTS/binding parser","Merged"
"261916","6886","3555","436","closed","doc: update stm32_min_dev documentation about alternate default LED pin","Rejected"
"254126","6863","1975","11","closed","Revert ""net: http: Remove the old legacy API""","Rejected"
"263771","6862","72","44","closed","Initial PPP implementation","Merged"
"258553","6726","7976","77","closed","Openamp v2018.10","Merged"
"255394","6553","2322","66","closed","ext: lib: crypto: Update mbedTLS to 2.9.0","Merged"
"254903","6464","0","77","closed","[WIP] Porting Zephyr to Unisoc uwp5661 chip.","Rejected"
"273615","6346","3565","448","closed","[WIP] Convert all DT_INST_ to new DT_INST macros","Rejected"
"273613","6346","3565","448","closed","[WIP] DTS: Example to show conversion to new DT_INST macro's","Rejected"
"214220","6266","3","43","closed","libraries for support mcuboot serial FWU","Rejected"
"257134","6120","93","16","closed","ext: hal: nordic: Update nrfx to version 1.3.0","Merged"
"256373","6077","2","35","closed","Shell execute update","Rejected"
"259043","5981","3157","73","closed","net_pkt buffer management and API changes","Merged"
"264882","5913","1325","578","closed","New timeout API","Rejected"
"267649","5879","0","30","closed","Add CANopen support","Merged"
"269810","5875","4283","231","closed","Move ARM code to AArch32 sub-directory","Merged"
"257103","5803","1613","42","closed","net: mqtt: BSD socket based implementation","Merged"
"269697","5780","9","56","closed","boards: xtensa: Add support for Audio DSP on Up Squared board","Merged"
"254694","5753","61","70","closed","Port Zephyr to Intel S1000","Merged"
"209154","5703","141","110","closed","Arm: Add soc support for rda5981a ","Rejected"
"209029","5701","1635","551","closed","Use YAML for metadata and testcases","Merged"
"209559","5606","1589","52","closed","Net app API","Merged"
"265784","5510","1048","220","closed","[Backport v1.14-branch] linker: move scripts generated code at the beginning of .text","Rejected"
"262475","5452","2434","587","closed","Update unsigned suffixes","Merged"
"266980","5375","4311","433","closed","Topic dts","Merged"
"263830","5353","67","73","closed","RFC: usb: device: Allow limited amount of tries for write","Rejected"
"213827","5347","103","55","closed","Multi network interface routing","Rejected"
"259589","5298","2090","79","closed","ext: lib: crypto: Update mbedTLS 2.16.0","Merged"
"214231","5277","2442","43","closed","HTTP library that uses net-app","Merged"
"261808","5246","16","47","closed","STM32WB: Add HCI driver and enable BLE","Merged"
"209869","5214","15","28","closed","[NXP MCUX] Driver for 802.15.4 over FSCI protocol","Rejected"
"264033","5172","673334","1032","closed","Move external modules to standalone repos using west","Merged"
"273135","5162","704","27","closed","add queued operation manager","Rejected"
"214175","5147","260","122","closed","native: Added arch,soc & board to run Zephyr natively in a POSIX OS","Merged"
"214816","5112","1488","26","closed","RPL border router sample application","Merged"
"261918","5074","1","23","closed","ext : hal : mec1501 Add the MEC1501 external headers.","Rejected"
"256313","5063","31","26","closed","BLE mesh routing based on AODV","Rejected"
"214614","5057","11357","1011","closed","cmake: Removed KBuild","Merged"
"256291","5027","64","12","closed","STM32: CAN: Enable legacy CAN API (F4, F7, L4)","Merged"
"258666","4994","2439","502","closed","Coccinelle updates of unsigned variable assignments","Merged"
"215184","4956","170","116","closed","Dhcpv4 test","Rejected"
"213603","4936","3522","286","closed","Bluetooth: Kconfig: Rename CONFIG_BLUETOOTH_* to CONFIG_BT_*","Merged"
"255494","4935","1","47","closed","logging: subsystem major redesign","Merged"
"264052","4930","1038","23","closed","usdhc: mimxrt usdhc implementation under sdhc disk framework.","Merged"
"254643","4914","578","212","closed","scripts: add Zephyr inline code generation with Python","Rejected"
"257706","4905","0","32","closed","ext: hal: unisoc: Import Unisoc uwp5 hal version 0.2.0","Rejected"
"256038","4880","3860","356","closed","Network logging overhaul","Merged"
"254433","4798","8","53","closed","Websocket support","Merged"
"254174","4636","787","70","closed","Network traffic classfication support","Merged"
"213838","4621","8","53","closed","Console over websocket","Rejected"
"254163","4619","368","86","closed","Xtensa asm2 and SMP series, full","Merged"
"256272","4539","1508","94","closed","drivers: use codegen for device instantiation","Rejected"
"266123","4457","0","30","closed","subsys: CAN: ISO-TP library","Merged"
"258089","4450","0","30","closed","Cmsis rtos v2","Merged"
"215188","4444","89","7","closed","scripts: kconfig: Replace conf with Python","Merged"
"272790","4437","769","545","closed","Zephyr base improvement","Merged"
"254088","4426","346","74","closed","REVIEW ONLY: SMP series","Rejected"
"254056","4347","5744","100","closed","SPI API cleanup and update","Merged"
"254435","4317","5743","100","closed","[DNM] drivers: spi: Add shim for nrfx SPI driver","Rejected"
"255761","4273","2048","334","closed","[RFC][DNM] cmake: RFC for single libraries to use CMake dependencies and remove whole-archive","Rejected"
"255472","4271","2","40","closed","[RFC][DNM] logging: subsystem major redesign","Rejected"
"265150","4175","1","41","closed","Camera branch","Rejected"
"256947","4159","1499","525","closed","Fix headers guards","Merged"
"256486","4131","3793","7","closed","IPv6 cleanup","Merged"
"258092","4130","502","61","closed","[RFC] Template prototype using jinja2 templating engine","Rejected"
"209033","4092","125","79","closed","spi: add SPI driver for STM32 family","Rejected"
"265800","4042","308","70","closed","zio: Introduce hts221 humidity sensor","Rejected"
"260665","4039","1093","138","closed","Counters qmsi change","Rejected"
"260056","4028","1090","137","closed","Counter API/Driver updates","Merged"
"256767","4003","2804","37","closed","Convert net-shell to use new shell","Merged"
"259475","3974","0","7","closed","[RFC] [DNM] dtlib - a Python .dts (Device Tree source file) parser","Rejected"
"265603","3902","34","39","closed","Add support for littlefs","Merged"
"260910","3902","2281","324","closed","Rename kernel reserved function names","Merged"
"259894","3900","0","23","closed","Add usb device ehci controller driver","Merged"
"268488","3869","18","50","closed","Nordic: support for nRF5340 SoC in Zephyr","Merged"
"262646","3838","1","21","closed","Adding nrf52811 support","Merged"
"268628","3828","207","79","closed","Add Cortex-A53 (ARMv8, AArch64) support","Merged"
"254395","3776","0","46","closed","Runtime settings subsystem using FCB/File system back-end","Merged"
"258930","3775","2301","213","closed","MISRA-C evaluate boolean expressions","Rejected"
"264119","3761","0","50","closed","zio: FXOS8700 Driver","Rejected"
"256381","3748","83","72","closed","Initial support for ARM Cortex-R","Merged"
"260617","3748","864","383","closed","[DNM] [WiP] device: Introduce reference to parent device name.","Rejected"
"209662","3694","834","91","closed","[WIP] net: change enc28j60 to new SPI API","Rejected"
"267027","3678","2","30","closed","Simple Websocket & HTTP client API support","Merged"
"260052","3675","46","33","closed","Add extension commands and west.yml","Merged"
"257971","3651","118","48","closed","drivers: serial: qmsi: use codegen for driver instantiation","Rejected"
"256699","3644","238","682","closed","Move soc code under ZEPHYR_PROJECT/soc","Merged"
"254641","3637","167","12","closed","drivers: add pinctrl device interface","Rejected"
"255148","3596","167","13","closed","Ci debugging","Rejected"
"264253","3583","515","57","closed","Update GPIO API to support flags used by Linux DT bindings","Merged"
"266355","3569","3652037","713","closed","ext: hal: Make NXP HALs a Zephyr module","Merged"
"256545","3568","288","87","closed","x86_64 architecture","Merged"
"262869","3567","826","81","closed","[DNM] uart: stm32: implement uart async api","Rejected"
"209663","3563","794","88","closed","Merge arm branch into master","Merged"
"215001","3562","1987","290","closed","Sample/Test syntax changes and sanitycheck script cleanup","Merged"
"266353","3558","3652029","711","closed","ext: hal: Make NXP HALs a Zephyr module","Rejected"
"209785","3549","2264","40","closed","crypto: Update TinyCrypt to 0.2.7","Merged"
"254335","3538","453","61","closed","Virtual File system Switch (VFS) support","Merged"
"268233","3488","1","13","closed","ext: hal: cmsis: Add CMSIS-Core(R).","Merged"
"256746","3461","0","17","closed","drivers: dmic: Intel PDM digital mic driver","Merged"
"273654","3457","3381","6","closed","Split sanitycheck script to enable unittesting with pytest","Merged"
"270609","3456","516","20","closed","Bluetooth: host: Add extended advertising API","Merged"
"214892","3453","37","78","closed","[WIP][DNM] Testing code coverage with native port","Rejected"
"266384","3453","312427","690","closed","ext: hal: atmel: move atmel HAL to external module","Merged"
"254726","3441","0","21","closed","Add dma driver for Nios-II MSGDMA core","Merged"
"255851","3437","342","57","closed","Generated driver instantiation prototype ","Rejected"
"264259","3388","559","174","closed","[RFC] Counter based system timer concept - Extension","Rejected"
"214941","3349","0","24","closed","Merge arm branch into master","Merged"
"213798","3349","0","24","closed","Add Atmel SAM I2S (Inter-IC Sound) driver based on SSC module","Merged"
"273004","3330","704","21","closed","refactor onoff to separate async notification, standardize terminology, and add functionality","Rejected"
"214844","3322","0","16","closed","Disco l475 iot1 wifi","Rejected"
"215017","3320","312","48","closed","Xtensa asm2 framework","Rejected"
"213873","3283","872","103","closed","cmake: Integrate with latest master","Merged"
"209547","3269","87","51","closed","Merge arm branch into master","Merged"
"213804","3208","8","33","closed","Websocket support","Rejected"
"260454","3190","2286","51","closed","subsys/settings: Reworked settings module","Rejected"
"267411","3149","0","45","closed","[WIP] [DNM] [RFC] zpp C++ 17 zephyr API header only framework ","Rejected"
"209089","3147","9","36","closed","SensorTag basic board support","Merged"
"256604","3072","1248","69","closed","Remove QMSI sensor subsystem ADC driver and use Designware driver for ARC. ","Rejected"
"255275","3071","1248","69","closed","Introduce reworked API for ADC drivers","Merged"
"254642","3059","122","38","closed","[WIP] scripts: extract_dts_includes.py: enhance","Rejected"
"214212","3048","2227","15","closed","SimpleLink WiFi host driver","Merged"
"263756","3044","62","36","closed","net: 6LoCAN implementation","Merged"
"213463","3043","2899","15","closed","tests: buf: Make testcase looks similar to other testcases","Rejected"
"261016","3041","0","16","closed","driver/sensor: lsm6dso: Add support","Rejected"
"258660","3036","25","21","closed","[RFC][DNM] Experimental TCP","Rejected"
"261885","3033","0","42","closed","zio: initial channel definitions","Rejected"
"268316","3032","13","20","closed","TCP2","Merged"
"214301","3029","1685","266","closed","tests: samples: fix yaml syntax","Merged"
"209096","2986","216","97","closed","Update arm branch to master","Merged"
"259486","2963","1570","57","closed","Bluetooth: controller: Prepare to introduce LL split architecture","Merged"
"209364","2957","0","26","closed","Samples panther","Rejected"
"254876","2934","71","37","closed","Zephyr TLS socket options","Rejected"
"209298","2909","2779","12","closed","Shell: Add 'bt' module","Merged"
"262025","2882","1435","290","closed","Rename reserved function names","Merged"
"255773","2871","2","32","closed","Introduce support for CMSIS RTOS v1 APIs","Merged"
"272570","2860","333","22","closed","generalize async notification and add queued operation manager","Rejected"
"254352","2832","73","23","closed","WNC-M14A2A LTE/LTE-M Modem Driver Changes","Merged"
"254038","2807","102","44","closed","[WIP|RFC]: Add clang/llvm support","Rejected"
"262217","2781","93","70","closed","soc/same54: Initial support","Rejected"
"209698","2777","504","47","closed","Handle long IPv6 extensions properly","Merged"
"266695","2774","1961","382","closed","[TOPIC: DTS] scripts: dts: Simplify and improve 'compatible' matching","Merged"
"254679","2764","109","32","closed","VLAN support","Merged"
"266748","2751","47","52","closed","soc: arm: st_stm32: stm32g4: STM32G4 support","Merged"
"269550","2750","1","33","closed","boards: arm: Add support for SiLabs EFM32 Giant Gecko GG11 STK","Merged"
"264926","2742","0","41","closed","Video 4 Zephyr - Video API, Drivers and Samples","Merged"
"259891","2729","38","21","closed","Adjustments in nRF drivers and ext/hal/nordic to provide support for nRF9160","Merged"
"259813","2725","2","23","closed","subsys/settings: Reworked settings module","Rejected"
"260889","2723","776","84","closed","drivers: dma: Add dts dma consumer support and generic DMA support for stm32","Rejected"
"268441","2707","1288","243","closed","headers: Refactor kernel and arch headers.","Merged"
"263484","2707","224","16","closed","Kconfig: Add a new GUI configuration interface","Merged"
"213720","2707","14","89","closed","PLEASE IGNORE (CI TESTING): test cmake+sanitycheck in CI","Rejected"
"215164","2697","12","44","closed","Flash_Circular_Buffer basing on Flash_map module","Merged"
"257443","2697","37","23","closed","bluetooth: kw41: Add KW41Z BLE support","Rejected"
"256943","2688","47","51","closed","new simulated board: nrf52_bsim","Merged"
"209076","2685","1967","78","closed","Update arm branch to latest master","Rejected"
"209078","2684","1965","78","closed","Merge master into arm branch","Rejected"
"255413","2681","9","28","closed","Add support for Nordic's nRF52810 IC","Merged"
"266034","2675","1348","19","closed","drivers: modem: introduce modem context helper and layers","Merged"
"209161","2658","1654","27","closed","HTTP server library API","Merged"
"273216","2652","0","15","closed","drivers/sensor: add support to ISM330DHCX IMU sensor","Merged"
"254680","2648","1","36","closed","Added support for LittlevGL library","Merged"
"254106","2636","411","44","closed","net: zstream API to abstract socket transport protocols (e.g. TCP vs TLS)","Rejected"
"264820","2633","0","15","closed","driver/sensor: lsm6dso: Add support","Merged"
"266434","2593","395654","518","closed","ext: hal: make TI HAL a zephyr module","Merged"
"209543","2585","1333","81","closed","stm32 LL driver: F1/F4 (v1 controller), F3/F7/LX (v2 controller)","Rejected"
"267805","2580","267","33","closed","DTS documentation","Merged"
"260445","2577","1078","243","closed","Documentation restructuring and cleanup","Merged"
"253936","2577","1","13","closed","Add Nios-II QSPI Flash driver","Merged"
"256560","2569","570","50","closed","sam: adc: Updated SAM ADC driver.","Rejected"
"256068","2569","966","56","closed","Remove QMSI sensor subsystem ADC driver and use Designware driver for ARC.","Rejected"
"256601","2569","966","56","closed","DW ADC driver","Rejected"
"256827","2564","190","36","closed","script/dts: Generate Extended Device Tree database","Rejected"
"269232","2557","1629","429","closed","bindings: Remove 'title:', put all information into 'description:', and remove boilerplate","Merged"
