pull_request_id,pr_src_title
256373,Shell execute update
259043,net_pkt buffer management and API changes
264882,New timeout API
267649,Add CANopen support
269810,Move ARM code to AArch32 sub-directory
257103,net: mqtt: BSD socket based implementation
269697,boards: xtensa: Add support for Audio DSP on Up Squared board
254694,Port Zephyr to Intel S1000
209154,Arm: Add soc support for rda5981a 
209029,Use YAML for metadata and testcases
209559,Net app API
265784,[Backport v1.14-branch] linker: move scripts generated code at the beginning of .text
262475,Update unsigned suffixes
266980,Topic dts
263830,RFC: usb: device: Allow limited amount of tries for write
213827,Multi network interface routing
259589,ext: lib: crypto: Update mbedTLS 2.16.0
214231,HTTP library that uses net-app
261808,STM32WB: Add HCI driver and enable BLE
209869,[NXP MCUX] Driver for 802.15.4 over FSCI protocol
264033,Move external modules to standalone repos using west
273135,add queued operation manager
214175,"native: Added arch,soc & board to run Zephyr natively in a POSIX OS"
214816,RPL border router sample application
261918,ext : hal : mec1501 Add the MEC1501 external headers.
256313,BLE mesh routing based on AODV
214614,cmake: Removed KBuild
256291,"STM32: CAN: Enable legacy CAN API (F4, F7, L4)"
258666,Coccinelle updates of unsigned variable assignments
215184,Dhcpv4 test
213603,Bluetooth: Kconfig: Rename CONFIG_BLUETOOTH_* to CONFIG_BT_*
255494,logging: subsystem major redesign
264052,usdhc: mimxrt usdhc implementation under sdhc disk framework.
254643,scripts: add Zephyr inline code generation with Python
257706,ext: hal: unisoc: Import Unisoc uwp5 hal version 0.2.0
256038,Network logging overhaul
254433,Websocket support
254174,Network traffic classfication support
213838,Console over websocket
254163,"Xtensa asm2 and SMP series, full"
256272,drivers: use codegen for device instantiation
266123,subsys: CAN: ISO-TP library
258089,Cmsis rtos v2
215188,scripts: kconfig: Replace conf with Python
272790,Zephyr base improvement
254088,REVIEW ONLY: SMP series
254056,SPI API cleanup and update
254435,[DNM] drivers: spi: Add shim for nrfx SPI driver
255761,[RFC][DNM] cmake: RFC for single libraries to use CMake dependencies and remove whole-archive
255472,[RFC][DNM] logging: subsystem major redesign
265150,Camera branch
256947,Fix headers guards
256486,IPv6 cleanup
258092,[RFC] Template prototype using jinja2 templating engine
209033,spi: add SPI driver for STM32 family
265800,zio: Introduce hts221 humidity sensor
260665,Counters qmsi change
260056,Counter API/Driver updates
256767,Convert net-shell to use new shell
259475,[RFC] [DNM] dtlib - a Python .dts (Device Tree source file) parser
265603,Add support for littlefs
260910,Rename kernel reserved function names
259894,Add usb device ehci controller driver
268488,Nordic: support for nRF5340 SoC in Zephyr
262646,Adding nrf52811 support
268628,"Add Cortex-A53 (ARMv8, AArch64) support"
254395,Runtime settings subsystem using FCB/File system back-end
258930,MISRA-C evaluate boolean expressions
264119,zio: FXOS8700 Driver
256381,Initial support for ARM Cortex-R
260617,[DNM] [WiP] device: Introduce reference to parent device name.
209662,[WIP] net: change enc28j60 to new SPI API
267027,Simple Websocket & HTTP client API support
260052,Add extension commands and west.yml
257971,drivers: serial: qmsi: use codegen for driver instantiation
256699,Move soc code under ZEPHYR_PROJECT/soc
254641,drivers: add pinctrl device interface
255148,Ci debugging
264253,Update GPIO API to support flags used by Linux DT bindings
266355,ext: hal: Make NXP HALs a Zephyr module
256545,x86_64 architecture
262869,[DNM] uart: stm32: implement uart async api
209663,Merge arm branch into master
215001,Sample/Test syntax changes and sanitycheck script cleanup
266353,ext: hal: Make NXP HALs a Zephyr module
209785,crypto: Update TinyCrypt to 0.2.7
254335,Virtual File system Switch (VFS) support
268233,ext: hal: cmsis: Add CMSIS-Core(R).
256746,drivers: dmic: Intel PDM digital mic driver
273654,Split sanitycheck script to enable unittesting with pytest
270609,Bluetooth: host: Add extended advertising API
214892,[WIP][DNM] Testing code coverage with native port
266384,ext: hal: atmel: move atmel HAL to external module
254726,Add dma driver for Nios-II MSGDMA core
255851,Generated driver instantiation prototype 
264259,[RFC] Counter based system timer concept - Extension
214941,Merge arm branch into master
213798,Add Atmel SAM I2S (Inter-IC Sound) driver based on SSC module
273004,"refactor onoff to separate async notification, standardize terminology, and add functionality"
214844,Disco l475 iot1 wifi
215017,Xtensa asm2 framework
213873,cmake: Integrate with latest master
209547,Merge arm branch into master
213804,Websocket support
260454,subsys/settings: Reworked settings module
267411,[WIP] [DNM] [RFC] zpp C++ 17 zephyr API header only framework 
209089,SensorTag basic board support
256604,Remove QMSI sensor subsystem ADC driver and use Designware driver for ARC. 
255275,Introduce reworked API for ADC drivers
254642,[WIP] scripts: extract_dts_includes.py: enhance
214212,SimpleLink WiFi host driver
263756,net: 6LoCAN implementation
213463,tests: buf: Make testcase looks similar to other testcases
261016,driver/sensor: lsm6dso: Add support
258660,[RFC][DNM] Experimental TCP
261885,zio: initial channel definitions
268316,TCP2
214301,tests: samples: fix yaml syntax
209096,Update arm branch to master
259486,Bluetooth: controller: Prepare to introduce LL split architecture
209364,Samples panther
254876,Zephyr TLS socket options
209298,Shell: Add 'bt' module
262025,Rename reserved function names
255773,Introduce support for CMSIS RTOS v1 APIs
272570,generalize async notification and add queued operation manager
254352,WNC-M14A2A LTE/LTE-M Modem Driver Changes
254038,[WIP|RFC]: Add clang/llvm support
262217,soc/same54: Initial support
209698,Handle long IPv6 extensions properly
266695,[TOPIC: DTS] scripts: dts: Simplify and improve 'compatible' matching
254679,VLAN support
266748,soc: arm: st_stm32: stm32g4: STM32G4 support
269550,boards: arm: Add support for SiLabs EFM32 Giant Gecko GG11 STK
264926,"Video 4 Zephyr - Video API, Drivers and Samples"
259891,Adjustments in nRF drivers and ext/hal/nordic to provide support for nRF9160
259813,subsys/settings: Reworked settings module
260889,drivers: dma: Add dts dma consumer support and generic DMA support for stm32
268441,headers: Refactor kernel and arch headers.
263484,Kconfig: Add a new GUI configuration interface
213720,PLEASE IGNORE (CI TESTING): test cmake+sanitycheck in CI
215164,Flash_Circular_Buffer basing on Flash_map module
257443,bluetooth: kw41: Add KW41Z BLE support
256943,new simulated board: nrf52_bsim
209076,Update arm branch to latest master
209078,Merge master into arm branch
255413,Add support for Nordic's nRF52810 IC
266034,drivers: modem: introduce modem context helper and layers
209161,HTTP server library API
273216,drivers/sensor: add support to ISM330DHCX IMU sensor
254680,Added support for LittlevGL library
254106,net: zstream API to abstract socket transport protocols (e.g. TCP vs TLS)
264820,driver/sensor: lsm6dso: Add support
266434,ext: hal: make TI HAL a zephyr module
209543,"stm32 LL driver: F1/F4 (v1 controller), F3/F7/LX (v2 controller)"
267805,DTS documentation
260445,Documentation restructuring and cleanup
253936,Add Nios-II QSPI Flash driver
256560,sam: adc: Updated SAM ADC driver.
256068,Remove QMSI sensor subsystem ADC driver and use Designware driver for ARC.
256601,DW ADC driver
256827,script/dts: Generate Extended Device Tree database
269232,"bindings: Remove 'title:', put all information into 'description:', and remove boilerplate"
263495,API: espi: Add API for Enhanced Serial Peripheral Interface
261321,doc: net: Updates to network architecture document
264441,Move to using DT_INST_<INSTANCE>_<COMPAT>_<PROP>
214789,OpenThread
254296,Add nRF52840 USB device controller driver
261641,"Expanding ""shield"" functionality (example uses WNC-M14A2A and SARA modem)"
261573,ZIO: Beginnings of a Sampled Input/Output API
264036,ZIO channel and attribute rework WIP
254343,spi: Implement new spi api in the mcux dspi driver
259345,Increase minimal required cmake version
213553,crypto: Update to mbedTLS 2.5.1
255066,add stm32f769i_disco
269527,add API for on-off service request and release management
260413,Remove legacy CoAP implementation
214942,IEEE 15.4: cc1200 support
265554,LwM2M: Zephyr v2.0.0 changes (new objects + bug fixes + enhancements)
260076,Incorporate new api name and signature changes
266642,"[TOPIC: DTS] dts: bindings: Have 'required: true/false' instead of 'category: ...' (take two, edtlib version)"
256293,Fix policy 000 warning
264807,STM32: Add support for STM32H7 dual core
263090,[DNM] guiconfig WIP
257152,scripts: update to latest west
259036,Network logging fixes
255662,"Bluetooth: Mesh: Generic OnOff, Generic Level, Lighting & Vendor Models demo"
214147,[WIP][RFC][DNM] CAN framework
256544,Settings stream codec
266467,[TOPIC: DTS] scripts: dts: Improve syntax and code for including binding files
214831,Various documentation fixes
209022,zephyr-master_fork
257980,"samples, tests: Use semi-accurate project names"
256307,Sensors adxl372 support
209111,Disco L475 IoT sensors
264522,Code coverage fixes
261830,Fix OpenAMP building with newlib
214898,V1.9 branch
266281,Backport Check [DNM]
256443,adc: Convert mcux adc16 driver to the new adc api
270064,Bluetooth: Mesh: Add database for managing nodes and keys
265592,dts: bindings: Have 'required: true/false' instead of 'category: ...'
214747,Bluetooth: Mesh: Add initial configuration client support
256328,Use crypto drivers for Bluetooth - v2
266410,[TOPIC: DTS] scripts: dts: Let bindings provide multiple compatibles in a simple way
268330,[wip] scripts: ci: Merge back the ci-tools repository into scripts/ci
262949,doc: nrf52840_pca10059: add note about reprogramming
269904,tracing: add generic infrastructure for collection of tracing data
273189,Timeout API rework
267915,Add stm32 DMA driver support
266435,NXP: Add support for Kinetis K8x SoC series and FRDM-K82F development board
253883,Posix implementation layer
265134,arch/x86: Initial Intel64 support
265682,arch/x86: add Intel64 support to x86 tree
209149,update arm branch
257081,net: coap: migrate to standard buffers
272325,kconfig: Replace defconfig singe-symbol 'if's with 'depends on'
257588,Google IOT Mqtt TLS sample
268540,dts: bindings: Preserve newlines in descriptions
264987,Backports to 1.14
254965,drivers: can: Add CAN driver support
209722,"RFC: usb enhancements, composite device, common device descriptor"
255245,musca_a1_wip
264473,"dts: Replace status = ""ok"" with status = ""okay"""
270178,[RFC][DNM] Asynchronous i2c and sensor API with hts221 example
255767,"EXPERIMENT: core64, an x86_64 underkernel for Zephyr"
214675,net: http: Remove the old legacy API
266517,Sanitycheck overhaul 
215117,STM32: Enhance PWM driver
268493,WIP: ESP32 AT WiFi Modem driver: modem: esp32 (Argon)
265480,Cortex r test DNM
270001,drivers: wifi: Add ESP8266 and ESP32 wifi modem driver
259700,Update west to ad6a22c
214041,cmake: more subsystems and samples
259746,subsys/settings: Reworked settings module
256409,I2C and External Interrupt Controller Drivers for Atmel's SAMD21 MCU
260504,Add UpdateHub.io support lib
256496,Musca board/soc port
209166,SPI API update
268783,Add support for the TI LMP90xxx series of ADCs
264567,yaml: Remove redundant document separators
268922,Test nrf52833
268582,Add support for Nordic's nRF52833 SoC
214543,USB: rework USB descriptors (RFC)
209071,HTTP client API
273345,alternative onoff cancellation approach
214599,Cmake sync
272646,doc: dt: split into multiple pages and add overarching design goals
266136,arm: tfm: samples: psa level 1 certified sample
209428,HTTPS client support
255868,Handle large IPv6 headers properly
268622,kernel: renamespace and automatically document arch API
267469,V2.0 branch
213660,PLEASE IGNORE: cmake ci test
273143,Convert SAM SoC SERIAL drivers to DT_INST
254443,"SimpleLink WiFi Driver with wifi_mgmt functions, based on PR #5251"
267105,FRDM-K22F Support
259539,basic support for Particle Feather-formfactor mesh/wifi/cellular devices
256467,samples: mesh: nrf52: revised implementation
256103,"samples: mesh: nrf52: revised implementation, fixed bugs, upgrade further to pass PTS test, upgrade coding"
264023,[RFC] Counter generic
209151,Add k_thread_create() API; replace k_thread_spawn()
256879,MISRA-C Checking function return
264369,Support net_mgmt events from userspace
255701,Use crypto drivers for Bluetooth
215054,[WIP] kconfig: fix help syntax and add spaces
255947,Extend tracing with Common Trace Format
264916,board: emsdp: add a new arc based board support
256775,Omnibus LwM2M changes for v1.14 (including socket API migration)
269804,soc: arm: samv71: Initial support
254718,drivers: 1-Wire bus driver and DS18B20 driver based on 1-Wire
209129,Merge arm branch into master
254919,Add a Python menuconfig implementation
268671,drivers: ieee802154: Add Atmel at86rf2xx transceiver driver
268245,drivers: eeprom: add API for EEPROM devices
209112,Sensor drivers for Disco L475 IoT board
264827,NXP: Add support for Kinetis KV5x SoC series and TWR-KV58F220M development board
256995,Move kernel/soc/arch/drivers to new logger
260230,Arch arm mpu re work
268649,tracing: add generic infrastructure for collection of tracing data
258787,cmake: Toolchain abstraction
257246,Bluetooth: shell: Port to the new shell
253896,bluetooth: controller: Refactoring nRF5 radio driver
254607,TCP refactoring
267999,Bluetooth: Add dynamic Tx power support on both Host and Controller
260983,Add driver support for ADC1 of stm32
273166,Convert SAM SoC SPI drivers to DT_INST
254894,[DNM] Add a Kconfiglib-based menuconfig implementation
265517,dts: bindings: Remove unused 'version' field
272020,[TOPIC-BLE-LLCP] Initial demo implementation of LLCP system framework
267763,"my work on ""sys_heap: a new/simpler/faster memory allocator"""
209210,Merge arm branch into master
265657,[Backport v1.14-branch] Support net_mgmt events from userspace
254992,STM32F7 SoC family and STM32F746G Discovery board basic support
258985,Introduce the west repository to the Zephyr Project
255185,drivers: flash: merger Generic SPI Flash driver 
273133,Convert SAM SoC GPIO drivers to DT_INST
267234,[DNM] Test of sanitycheck filtering later
209264,hexiwear: added support for additional hardware
255047,Misc. Test Cleanup and Enhancements
272193,zsock_accept_ctx: release fd on failure
254951,arch/arm/stm32: Basic STM32F7 family support
272214,kconfig: Remove assignments to CONFIG_<arch> syms and hide them
269570,doc: kconfig: Move misc. scattered Kconfig docs to a new Kconfig section in User and Developer Guides
255264,tests: net: Application for automatic network testing
270244,x86: enable CONFIG_USERSPACE on x86-64
255133,Introduce west meta-tool
254005,[WIP][RFC] net: mqtt: Port MQTT library to BSD sockets
255978,[DNM] Nrf counter shim
268895,nRF53: HCI driver & sample
256018,drivers: usb: Add nRF52840 USBD driver
260723,Initial release of SD/MMC interface driver
257634,Add wifi offload driver for ESP8266
214396,TEST PR DO NOT MERGE
214021,X86: MMU: PAE boot time page tables.
214609,"Bluetooth: Mesh: Friendship additions, cleanups & fixes"
214791,USB: Remote NDIS USB Ethernet support
268634,kconfig: Global whitespace/consistency cleanup
214436,Python debug scripts
273131,Convert SAM SoC ADC drivers to DT_INST
256169,drivers: i2s: Add support for I2S stm32
264307,dts/bindings: Move common properties into a base.yaml
213790,dts: arm: 96b_carbon: add I2C_2 interface
213777,dts: arm: 96b_carbon: add I2C_2 support
254525,"[RFC][DNM] kconfig: Search replace source ""*"" with gsource ""*"""
256218,boards: riscv: Add DTS support to SiFive HiFive1 and RISC-V QEMU targets
267746,"New, orthogonal and complete time conversion API"
214369,v1.9.2 patches
214947,Add support for I2C Slave Drivers
255883,Add Device tree support for I2C Slave Drivers
254849,DT gpio support
258869,board:  iotdk: add a new arc based board suport 
272715,"DT: nodelabel, phandle, and dt_inst exist changes."
254837,thread resource pools and kernel object memory management
254383,NVS: Non Volatile Storage solution for zephyr
254441,"DTS: Intel ioapic/mvic and gpio, uart, rtc..."
272654,[wip]spi: stm32: Enable DMA client
257544,Wifi: Add Inventek es-WiFi driver
255694,samples: net: Socket based echo samples
209051,boards: arduino_due: Added DTS to the Arduino Due.
255624,[WIP] net: drivers: ieee802154: TI cc1101
263615, Microchip MEC15xx multi-level interrupt routing
209083,test: benchmarking: Timing metrics for the kernel
257502,drivers: sensor: Migrate to new logger
270631,Enable SMP on intel_s1000 and up_squared_adsp
256447,net: config: Rename Kconfig options to correspond to library name
268507,samples: mesh: nrf52: Simplified implementation
273139,dts: bindings: base.yaml: Add hw instance id
254909,Implement second core on LPC54114
214925,tests: kernel: mpu: tests for userspace mode.
272680,Merge Topic devicetree
273183,Merge Topic devicetree
265026,drivers: clock_control: nrf driver reimplementation
258067,[RFC] Add a general graphic display API
258551,[DNM] Enable SMP on RISC-V
254783,Add support for File System multiple instances
266742,doc: CAN: Extend CAN doc and move it to networking
263893,add font8x8 rbg565 support for cfb on rt1050
257211,logging in headers + LOG_MODULE_REGISTER/DECLARE refactoring
256403,arch: arc: let zephyr run in normal mode of arc
264628,boards: arm: Add support for nucleo_g071rb board
255541,mesh_demo 
255564,#BluetoothMesh demo with OnOff & Level models 
260060,Documentation Cleanup and restructering: Kernel
272070,Add support for SiLabs EFR32BG13P SoC
266294,[TOPIC: DTS] rework binding/compat matching.
213443,dts: arm: st: Introduce pinctrl nodes and uart pinmux configuration
209050,arch: sam3x: update Kconfig options after move to SAM SoC family tree
213808,kernel object validation infrastructure
264055,Decouple system timer and drivers
209820,dts: sam_e70_xplained: configure all UARTs
213674,stm32
209848,merge arm branch into master
209845,merge arm branch into master
268366,soc: atmel_sam0: Add SAMD5x/SAME5x family
267830,coccinelle: final pass standardizing integer timeout parameters
266597,"[TOPIC: GPIO] documentation refinements, test conversion, and sx1509b conversion for new API"
260917,tests: benchmarks: add Dhrystone benchmark
209551,Tests: Rename test directories and be consistent
255304,Change open-amp/libmetal to build non-recursive
256197,Promiscuous mode support
256147,net: tls: Implement TLS socket options
261568,drivers: gpio: sam0: Add interrupt support
264203,[DNM] Settings pattern load
209372,Net changes to v1.8 branch
259469,BLE fixes for 1.13.1
259508,power: Add device idle power management support
270693,Add rgb565 font support
258342,samples/96b_argonkey: divided test into sensor and microphone
266132,Add SensorTile.box board support and sample to test it
259090, ext: hal: nordic: Update nrfx to version 1.4.0
209106,sensor: lis2dh: Add support for lis2dh accelerometer
265976,userspace: Support for split 64 bit arguments
266382,drivers: eth: add driver for ENC424J600 Ethernet Controller
256167,drivers: led: Add LED driver support for TI LP5562
215139,Stm32f1 spi
256830,USB native posix virtual controller using USBIP protocol
260072,USB Multi-instance support
272466,drivers/sensor: add support to IIS2DLPC accelerometer sensor
214351,RFC: Add random subsystem and rename drivers/random to drivers/entropy
267851,Kb scan driver
214953,Revamp flash scripts
263566,arm: mps_an521: Add support for the AN521 on MPS2+
267723,ethernet: enc28j60: issue in interfacing enc28j60 to pca10056
255436,Abing
273298,TFTP Client contribution
259927,"Network packet socket support. See ""man 7 packet"" on Linux."
255565,#BluetoothMesh demo for Generic OnOff & Level Models
255641,Bluetooth: Mesh: Generic OnOff & Level Models demo
265347,Fatal error handling consolidation and revamp
256853,IPv6 privacy extension support
262985,drivers: counter: Add detection of late alarm request for nRF RTC and TIMER drivers
262386,drivers: add support for the Holtek HT16K33 LED driver with keyscan functionality
261265,Add support for non-recursive single-toolchain multi-image builds
209730,"ESP32: Add pinmux, GPIO, watchdog, RNG drivers; begin cleaning up ISR tables"
273432,Bluetooth: Mesh: Split out provisioning bearers
257337,Big timer subsystem rework
209409,Merge arm branch into master
265524,RFC: Add initial LoRa support
266288,ext: hal: Make Nordic HALs a Zephyr module
269886,sensors: ccs811: rework for reliability and capability
213656,Bluetooth: controller: Rename Kconfig prefix
209797,merge arm branch into master
254603,Promiscuous mode bit to ethernet
255230,Added support to LIS2DW12 Accelerometer sensor provided
255086,Bluetooth: Mesh: Remaining pieces of persistent storage support
260138,driver/sensor: add LIS2DW12 sensor support
258573,Remove link layer reserve concept from network stack
256263,Link Layer Discovery Protocol support
269894,boards: mm_swiftio: add board support for SwiftIO
215078,Fix testcases and samples removing build_only tag
209609,drivers: stm32: I2C LL driver for F1/F4(v1) and F3/L4X (v2)
272220,boards: shrink image sizes
261645,arch: arc: refactor the ARC MPU driver
262518,West documentation for v1.14
209840,Add DTLS support to net-app API
273109,Stm32 g0 improvements
254711,Classify tests and prepare for test management system
272045,Add spi device in sam4e_xpro board yaml file
265623,Remove discontinued and unmaintained boards
257462,drivers: sensor: Migrate to new logger
214399,LED strip drivers
263980,RFC: API for high-precision kernel alarms.
268936,soc: arm: sam4e: Initial support
255537,BluetoothMesh_demo
209815,RFC: Memory Domain APIs
258538,Kconfig: Use 'default' instead of 'def_bool' in Kconfig.defconfig files + remove some unused symbols
