"pull_request_id","loc_additions","loc_deletions","num_files_changed","pr_src_state","pr_src_title","merged_status"
"216861","13365","402127","2673","closed","Remove docs from master","Merged"
"216833","13297","5096","908","closed","Rearchitect background work: phase 1","Merged"
"218499","13252","5138","552","closed","Unifying error handling within core","Merged"
"215448","13172","4939","3","closed","Run capable test suites against grpc_unsecure","Merged"
"223308","13102","8282","233","closed","gRPC C++ Public Header Directory Change","Merged"
"226304","13095","3703","1184","closed","Update C-Core/Cpp documentation to v1.20.0","Merged"
"218125","13089","4483","348","closed","Pre 0.13.1 downmerge","Merged"
"218841","12917","4994","552","closed","DNM: Handshake timeout","Rejected"
"216817","12914","17","5","closed","Add gyp file for compiling C core","Merged"
"224667","12491","1549","35","closed","Make BoringSSL symbols private to gRPC in Obj-C so there is no conflict when linking with OpenSSL.","Merged"
"228272","12336","0","48","closed","WIP: Get protobuf packages working with Go","Rejected"
"222995","12321","10224","88","closed","Yapf tools/","Merged"
"222961","12261","12471","446","closed","Revert ""Revert ""All instances of exec_ctx being passed around in src/core removed""""","Merged"
"222606","12242","12454","444","closed","All instances of exec_ctx being passed around in src/core removed","Merged"
"216556","12152","38","654","closed","C# add generated docs","Merged"
"222376","11900","7604","527","closed","Converting src/core files to use cc","Merged"
"216607","11786","0","621","closed","add C# generated docs","Merged"
"228078","11725","55124","2345","closed","Delete api_fuzzer","Merged"
"218270","11711","8836","573","closed","Begin core componentization","Merged"
"224069","11680","4038","1085","closed","Update reference doc to 1.12.0","Merged"
"220402","11652","6098","391","closed","Re-integrate metadata handling changes","Merged"
"225957","11572","3205","1175","closed","C++ regen docs","Merged"
"217338","11553","4918","8","closed","Add tests for pipe usage","Merged"
"217552","11421","5566","160","closed","Support mixing sync and async method in the same service + Separation of core from proto compiler output","Merged"
"228307","11415","7317","109","closed","Cherrypick #22147: xds: send no-overprovisioning client capability and populate user_agent fields","Merged"
"226908","11388","3104","226","closed","Added experimental tvOS and watchOS support","Rejected"
"228283","11372","7266","106","closed","xds: send no-overprovisioning client capability and populate user_agent fields","Merged"
"217525","11122","4134","451","closed","Updating C/C++ documentation to 0.12.","Merged"
"216735","11110","2619","651","closed","Finally truly disable PDB generation on Jenkins","Rejected"
"216875","11110","2619","651","closed","Disable PDB generation on Jenkins","Merged"
"216005","10984","132","24","closed","Add a test that headers are properly in build.json","Merged"
"222778","10702","9488","454","closed","Convert all uses of NULL to nullptr","Merged"
"217214","10699","6986","719","closed","Make native nuget packages VS2015 ready ","Merged"
"223361","10574","7450","951","closed","Regenerate C++ Documentation","Merged"
"219908","10495","2250","194","closed","Repair fuzzers","Merged"
"217413","10393","1517","885","closed","Polish vcxproj files","Merged"
"225210","10237","16842","93","closed","Update the Python documentation to v1.16.0","Merged"
"228279","10229","0","56","closed","RFC: adds native support for Kotlin ","Rejected"
"218326","10124","57","384","closed","Full stack server fuzzer","Merged"
"219157","10046","42","90","closed","[C-API] runtime","Rejected"
"219267","10032","110","94","closed","[C-API] client","Rejected"
"212066","9925","2","63","closed","Bring the rest of Python RPC Framework into GRPC.","Merged"
"218340","9835","8","341","closed","Added fuzzers for load_balancer_api parsing functions","Merged"
"216765","9795","12666","115","closed","Auto-update Python documentation","Merged"
"219151","9790","4517","368","closed","Automatic v1.0.x -> master upmerge.","Merged"
"226889","9705","3506","189","closed","remove unused-parameter warnings in C++","Rejected"
"218852","9682","3236","2","closed","Disable fuzzed tests on TSAN","Merged"
"220370","9603","187","4","closed","CMake: Enable building of test targets","Merged"
"224387","9593","3859","1200","closed","Regenarated doc pages for C/C++","Merged"
"223563","9589","2250","122","closed","Abstract libuv event loop","Merged"
"227809","9501","71","45","closed","Add LDS/RDS into XdsClient","Merged"
"220060","9475","6041","313","closed","Metadata handling rewrite","Merged"
"215714","9451","6707","248","closed","First cut of Debian packaging","Rejected"
"221417","9258","3908","51","closed","Revert ""Revert ""Implement Server Backward Compatibility""""","Merged"
"223232","9164","2856","26","closed","Rough first pass of grpc-on-grpc tunneling","Rejected"
"221253","9143","3908","44","closed","Implement Server Backward Compatibility","Merged"
"221344","9121","649","150","closed","Roll up of all new polling engines","Merged"
"224934","9027","8390","105","closed","Generated c# docs for v1.15.0","Merged"
"227565","9020","8536","11","closed","CMake style fixes","Merged"
"222163","8962","48","58","closed","Expose more stats","Rejected"
"218556","8895","20","30","closed","Proto server reflection","Merged"
"222743","8878","156","32","closed","Add address sorting submodule for use in c-ares wrapper","Merged"
"217266","8832","1776","882","closed"," stop using _USE_32BIT_TIME_T and autodetect PlatformToolset on VS2015","Merged"
"227280","8740","8702","4","closed","Add linux support to generate_grpc_shadow_boringssl_symbol_list.sh","Merged"
"222162","8692","44","54","closed","Expose stats into qps_driver","Rejected"
"225615","8621","3785","1148","closed","fixed gh-pages for 1.18.0","Merged"
"223133","8614","8271","25","closed","Update BoringSSL submodule","Merged"
"212269","8557","1474","755","closed","Copyright checker","Merged"
"228556","8499","3721","59","closed","Auto-update Python documentation for 1.28.1","Merged"
"228528","8499","3721","59","closed","Auto-update Python documentation for 1.28.0","Rejected"
"218744","8423","8","28","closed","Reflection sanity check","Rejected"
"223332","8399","8492","25","closed","Revert ""Update BoringSSL submodule""","Rejected"
"221794","8318","2766","39","closed","Implement stream compression - configuration and negotiation","Merged"
"212310","8315","0","103","closed","Import ios library","Merged"
"228088","8312","7085","36","closed","Reintroduce #21527 (boringssl submodule unification)","Merged"
"227928","8285","7085","35","closed","Unify boringssl submodules and use non-developer boringssl cmake build","Merged"
"222521","8266","11004","14","closed","Update boringssl to 751d1a1c22631b506b3e9bab8ca7fd8bcc1f8edb","Rejected"
"221211","8265","11425","500","closed","V1.3.x","Rejected"
"221274","8256","11872","501","closed","Upmerge v1.3.x to master","Rejected"
"227149","8243","6170","22","closed","Update boringssl and boringssl-with-bazel to latest master","Merged"
"222635","8199","10886","13","closed","Update boringssl submodule version","Rejected"
"221265","8154","11396","490","closed","Revert ""Merge branch 'master' into v1.3.x""","Merged"
"227549","8110","7717","427","closed","Upgrade to bazel 1.0.1","Rejected"
"228094","8061","8928","36","closed","Revert ""Reintroduce #21527 (boringssl submodule unification)""","Merged"
"228045","8056","8906","35","closed","Revert ""Unify boringssl submodules and use non-developer boringssl cmake build""","Merged"
"217007","7844","18394","243","closed","Start simplifying chttp2 unlock()","Rejected"
"217006","7809","18366","243","closed","Extend metadata work to eliminate the garbage list","Rejected"
"222393","7796","5903","29","closed","Move h2_ssl_cert_tests out of fixtures and shard them","Rejected"
"219914","7681","1417","228","closed","Add credentials creation to api_fuzzer","Merged"
"221859","7668","18","46","closed","Add a simple stats framework to gRPC C core","Merged"
"220398","7607","7911","313","closed","Revert ""Metadata handling rewrite""","Merged"
"227567","7524","86","19","closed","Add Objective-C Doxygen Documentation","Merged"
"227640","7522","86","19","closed","Port #20767: Add Objective-C Doxygen Documentation","Merged"
"217657","7425","4831","230","closed","Make ruby installable","Merged"
"221423","7393","2843","42","closed","In-process transport","Merged"
"219412","7391","711","257","closed","c-ares windows build test","Rejected"
"228248","7249","0","38","closed","Experimental service and replacement driver in Go","Rejected"
"215743","7232","29","7","closed","Initial Doxygen configuration","Merged"
"226748","7192","2165","319","closed","Update Google Benchmark to get CMake < 3.6 fix","Rejected"
"222379","7149","2285","18","closed","Update BoringSSL submodule","Rejected"
"219772","7129","703","127","closed","New streams","Rejected"
"219560","7103","4396","209","closed","Move back to a mostly-single-threaded http2 transport","Merged"
"218339","7058","7101","77","closed","Check dependencies between filegroups","Merged"
"226353","7049","15841","339","closed","DO NOT MERGE","Rejected"
"218307","7021","1187","1170","closed","Remove year range requirement for copyright checker","Merged"
"226547","6983","8181","361","closed","Remove Python 2","Rejected"
"216383","6976","1234","63","closed","C++ propagation API","Merged"
"218001","6887","2694","30","closed","Splitting out a pure poll() based event engine","Merged"
"216335","6810","1196","60","closed","Core-supported context propagation","Merged"
"228119","6769","10262","37","closed","Reintroduce #21527 (boringssl submodule unification - take two)","Merged"
"221411","6759","2430","34","closed","In-process transport (tests not yet passing)","Rejected"
"224560","6756","792","72","closed","Rolling out new API for gRPC Objective-C library","Merged"
"219368","6743","2404","242","closed","v1.0.x -> master automatic upmerge","Merged"
"228161","6676","6156","114","closed","Upb update","Rejected"
"224812","6649","929","67","closed","DRAFT - Incorporate SPIFFE transport security to gRPC core","Rejected"
"219632","6603","346","2","closed","Extend sweeps further, add streaming","Merged"
"215336","6585","7","44","closed","Created Visual Studio 2010 project files.","Merged"
"212287","6583","0","102","closed","Imports Objective-C library","Rejected"
"223958","6515","95","224","closed","Add ALTS fuzzer tests","Merged"
"220560","6485","13278","108","closed","PHP: Update generated API docs","Merged"
"220466","6322","1800","169","closed","Fix bug in api_fuzzer","Merged"
"220759","6286","0","60","closed","PHP benchmarking performance client, proxied through Ruby","Merged"
"226282","6271","14","82","closed","Secure GRPC with callbacks","Rejected"
"218364","6234","1","30","closed","Server builder plugin and reflection service","Rejected"
"218365","6234","1","30","closed","Server builder plugin and reflection","Rejected"
"218941","6226","1171","543","closed","Update C# generated docs to 0.15 release","Merged"
"219742","6195","1787","115","closed","Support service configs in core.","Merged"
"216520","6124","25","36","closed","Add API tracing, coalesce surface+batch tracing","Merged"
"218381","6111","1","32","closed","Server builder plugin and server reflection","Rejected"
"215951","6095","1118","48","closed","Compression implementation","Merged"
"218478","6019","3938","125","closed","Initial bazel work.","Rejected"
"222794","5985","3244","390","closed","Start disabling C-style casts","Rejected"
"220344","5965","1140","52","closed","Update boringssl","Merged"
"219773","5938","6379","64","closed","1.0.1rc1 Python documentation","Merged"
"224179","5935","10284","35","closed","Load reporting filter","Merged"
"218205","5922","53","808","closed","Fuzzer support","Merged"
"217264","5915","1656","825","closed","Stop using _USE_32BIT_TIME_T on Windows.","Rejected"
"218369","5878","9","215","closed","Fuzzing client","Merged"
"216001","5860","2559","117","closed","Client configuration for core","Merged"
"219421","5737","190","62","closed","Async DNS resolver with pre-configured c-ares","Merged"
"226040","5724","30","26","closed","Add BUILD rule and generated upb code for protos required to do Discov…","Merged"
"211962","5588","0","43","closed","Node codebase","Merged"
"223788","5586","2","26","closed","Android C++ Interop App","Merged"
"224129","5586","931","931","closed","add GA tracking snippet to CPP docs","Merged"
"220467","5563","1734","143","closed","Dont crash on API errors","Merged"
"217173","5554","90","42","closed","Performance proto polishing","Merged"
"226780","5508","4576","42","closed","Move grpc async, callback and sync implementation to grpc_impl namespace","Merged"
"219881","5481","3180","311","closed","Rename gpr_slice --> grpc_slice","Merged"
"217909","5471","1978","58","closed","Decouple filter selection from channel construction","Merged"
"223266","5453","2994","353","closed","Remove and Prohibit C Style Casts","Merged"
"217152","5447","201","66","closed","Support dynamic HPACK table resizing","Merged"
"221669","5407","1646","752","closed","Updated Core and C++ docs for 1.4.0","Merged"
"226774","5405","4627","43","closed","Mover async and callback implementation to impl namespace","Rejected"
"219322","5401","1563","59","closed","HTTP CONNECT handshaker","Merged"
"228207","5400","0","27","closed","Experimental service and driver replacement in Go","Rejected"
"216188","5396","1810","49","closed","Client connectivity API","Merged"
"217418","5371","4386","898","closed","Remove unused vsprojects","Merged"
"217813","5348","2975","182","closed","Bring back gpr","Merged"
"220409","5327","190","66","closed","Test the bazel rule for c-ares","Merged"
"217417","5317","0","886","closed","Make intermediate directory path shorter than 260characters","Merged"
"223288","5294","4248","231","closed","GPR review: Privatize useful.h and avl.h","Merged"
"226088","5242","12317","5","closed","Build BoringSSL tests as BoringSSL does.","Merged"
"217168","5240","83","27","closed","Provide performance workers for C#","Merged"
"212369","5164","7","5","closed","Adding roots.pem from Mozilla and associated logic.","Merged"
"219700","5105","264","121","closed","Resource quotas","Merged"
"225405","5103","2344","43","closed","Update the code generation script for xds-api","Rejected"
"217981","5078","9809","52","closed","Move all event handling code behind one grand unified interface","Merged"
"220889","4945","1","2","closed","Make fuzzers run on mac (but not on mac on jenkins)","Merged"
"219951","4915","1787","110","closed","Add a fuzzer for ssl server side","Merged"
"223143","4903","3083","69","closed","Prototype metadata changes","Rejected"
"219540","4898","364","185","closed","Grpc tracing","Rejected"
"221657","4867","13","32","closed","HHVM Extension Support","Rejected"
"224906","4864","14931","11","closed","dont use mktemp on aix as it does not exist","Rejected"
"212168","4850","0","50","closed","Prototype of gRPC C# library (Core and API examples)","Merged"
"225149","4844","1","4","closed","Add doxygen generator for Objective-C","Rejected"
"218967","4808","12134","68","closed","Updated Python documentation for 0.15.0 release","Merged"
"226513","4804","1276","167","closed","DO NOT MERGE: use kokoro env variable to get the PRs target branch","Rejected"
"215770","4785","5","8","closed","Add doxygen setups for internal documentation","Merged"
"219229","4771","2369","144","closed","Add checking of return value of byte_buffer_reader_init in csharp","Rejected"
"219251","4765","2258","146","closed","V1.0.x merge into master","Merged"
"220037","4725","198","69","closed","Test initializing c-ares library at grpc_init ","Rejected"
"219348","4669","708","58","closed","Async DNS resolver","Rejected"
"219413","4660","708","58","closed","c-ares build test","Rejected"
"212109","4648","2","98","closed","Migrate the last of the Python code from Google-internal source control to git.","Merged"
"217948","4642","3057","81","closed","Auto-update Python documentation","Merged"
"222661","4626","2686","354","closed","Convert test/core to C++","Merged"
"227952","4607","3898","189","closed","Yapf all target python sources","Merged"
"219964","4604","150","64","closed","Test the portability test for native resolver   ","Rejected"
"215466","4548","1082","29","closed","Adds TLS support to the ObjC library, and tests against the remote gRPC server","Merged"
"218991","4545","1460","230","closed","C++ windows tests linking","Rejected"
"215867","4482","2801","209","closed","Rename Completion Queue to Poller","Rejected"
"217191","4456","1","17","closed","Generic immutable AVL tree","Merged"
"219498","4391","163","63","closed","Test grpc_ares_ev_driver_posix with mutex","Rejected"
"212094","4377","2","54","closed","Initial prototype of C# wrapping layer for C core library","Rejected"
"218227","4362","1126","50","closed","Load Reporting hook","Merged"
"224976","4346","854","47","closed","Experimental API for Client and Server Interception","Merged"
"226097","4291","8","18","closed","Generate upb code for cds protos and BUILD rule changes","Merged"
"212031","4286","2235","103","closed","Merge latest changes from master branch","Merged"
"215440","4274","2485","56","closed","Batch metadata","Merged"
"228511","4268","1","42","closed","Clean/remove getters","Rejected"
"225336","4246","209","23","closed","Extend local channel/server credentials to support TCP loopback","Merged"
"218973","4240","28079","203","closed","Make the testing scripts executable on Python 3.x ","Rejected"
"219992","4225","1303","245","closed","Slice interning","Merged"
"223879","4150","1029","83","closed","Break qps services into seperate protos","Merged"
"212012","4131","2709","89","closed","Merge latest into new_invoke_api","Merged"
"221408","4108","8908","43","closed","Revert ""Implement Server Backward Compatibility""","Merged"
"217908","4102","6715","64","closed","Filter selection","Rejected"
"217253","4095","891","165","closed","Merge Release 0.12 into master","Rejected"
"221174","4087","161","78","closed","EPOLLEXCLUSIVE polling engine","Merged"
"212201","4076","51","21","closed","Adding interop client for C#","Merged"
"223334","4074","0","4","closed","Add BoringSSL tests","Merged"
"219474","4058","2092","93","closed","Merge combiner and exec_ctx execution better","Rejected"
"225538","4051","11142","300","closed","Allow duplicates in SSL root certificate list","Rejected"
"216397","4035","19","5","closed","Reduce mac CI load","Merged"
"217258","4030","825","150","closed","Merge release-0.12 into master","Merged"
"219554","4014","1778","199","closed","Change the file mode.","Rejected"
"221924","3993","2500","24","closed","Clean up grpc++_unsecure so that it doesn't require secure content anymore","Merged"
"226725","3989","1312","66","closed","Building ubp in Bazel properly.","Merged"
"226963","3984","4066","48","closed","Add upb","Merged"
"227154","3962","1924","104","closed","Revert ""Revert #19704 and #20060""","Merged"
"228269","3959","1839","34","closed","Refactor xds LB policy","Merged"
"217274","3926","18","50","closed","Ping support for channels","Merged"
"218418","3915","2093","67","closed","Expand corpora, improve dictionary","Merged"
"219434","3862","2047","93","closed","Merge parse phase of chttp2 into the main transport lock","Rejected"
"221870","3844","1990","5","closed","Increase size of core large message test","Rejected"
"222916","3833","1361","148","closed","Downmerge of master to 1.8","Merged"
"217044","3831","13676","695","closed","Added per-test XML reports for Node tests on Jenkins","Rejected"
"225333","3829","4","26","closed","Changes add a script for generating C code and build rule for protobuf","Merged"
"219987","3798","1297","229","closed","Fix slice/exec_ctx interactions","Merged"
"215958","3783","2331","62","closed","Initial transport lock split up","Merged"
"223859","3767","179","60","closed","Implementation of CFStream","Merged"
"224104","3760","165","67","closed","Experimental test with Kokoro","Rejected"
"226909","3758","1917","102","closed","Make gRPC Core as plugin of gRPC ObjC wrapper","Merged"
"222655","3752","771","97","closed","Add Python support for server SSL cert reloading","Rejected"
"217481","3749","1088","117","closed","Merge release-0_12 into master","Rejected"
"219443","3726","881","51","closed","Upmerge from v1.0.x","Merged"
"218675","3716","1341","41","closed","Add support for communication using existing FD (for client and server)","Merged"
"212244","3708","2115","74","closed","Rebinding of C++ API to the new C core API","Merged"
"227238","3704","618","51","closed","Regenerate C# API reference for v2.23.0","Merged"
"219022","3675","77","33","closed","Return success status of grpc_byte_buffer_reader_init","Merged"
"215635","3675","2189","136","closed","Remove backup poller from GRPC core","Merged"
"221394","3646","11826","33","closed","Fix CMake (and probably other build systems) build of grpc++","Rejected"
"220984","3645","236","55","closed","Reinstate filegroup dependency checks, fix fallout","Merged"
"215930","3644","2088","141","closed","Fix _intermediary_low_test in the context of #1577","Rejected"
"225777","3642","0","37","closed","C# Unity example","Merged"
"221689","3620","94850","712","closed","Remove /vsprojects pre-generated projects in favor of cmake","Merged"
"222100","3620","94850","712","closed","DO NOT MERGE: Trigger tests for #11598","Rejected"
"220655","3612","339","6","closed","Implement NodeJS client interceptor framework","Rejected"
"218274","3608","2839","121","closed","Optionalize chttp2","Merged"
"212336","3592","1609","33","closed","Adds Podspec for GRPCClient","Merged"
"223489","3566","52","501","closed","Sanity check for inclusion of port_platform.h","Merged"
"218857","3549","61","33","closed","gRPC LB policy","Merged"
"218407","3535","0","19","closed","Initial Python QPS Worker","Rejected"
"225952","3516","7","29","closed","Add upb generated protos and build it with required upb build changes","Merged"
"212049","3502","1401","34","closed","Replacing cJSON with our own code instead.","Merged"
"219060","3476","37","14","closed","Added missing dependencies to grpc++_base","Merged"
"217950","3476","1524","76","closed","Add a sanity test to ensure that name aliasing rules are obeyed","Merged"
"218554","3470","2018","83","closed","Refactoring the core security code.","Merged"
"220222","3463","279","49","closed","Direct placement & incremental read/write","Rejected"
"220410","3438","4884","23","closed","Big improvements to CMake build","Merged"
"221929","3390","348","18","closed","Actually test grpc++_unsecure","Merged"
"225855","3371","201","28","closed","Add SPIFFE security stack to gRPC ","Merged"
"222909","3370","1333","133","closed","Backport changes from master (upmerge v1.7.x) to v1.8.x and bump pre1 to pre2","Merged"
"226223","3367","186","28","closed","Cherrypick #18115 to v1.19.x","Rejected"
"215660","3351","1974","134","closed","Cleanup in CHTTP2","Rejected"
"226222","3344","186","28","closed","Cherrypick #18115 to v1.19.x","Rejected"
"226221","3344","186","28","closed","V1.19.x 18115","Rejected"
"217442","3340","1592","244","closed","Add a test to ensure public core headers are C89","Merged"
"217518","3333","720","117","closed","Merge Release 0.12 branch back into master","Rejected"
"212267","3316","3288","2","closed","Add support for out of tree builds","Merged"
"219884","3285","5694","78","closed","Change tests to use channel args instead of fake_resolver query args.","Merged"
"217885","3280","819","65","closed","Added codegen_lib","Merged"
"215622","3277","2957","36","closed","Overhaul Python C layer","Merged"
"218151","3273","819","65","closed","Merge massaging","Rejected"
"221177","3268","1700","5","closed","Large message","Rejected"
"225279","3255","3043","63","closed","Move security credentials, connectors, and auth context to C++","Merged"
"219420","3246","1066","435","closed","update csharp docs to status at pre2 release","Merged"
"221789","3241","1141","162","closed","Added C++ test cases and docker setup to the matrix","Rejected"
"217425","3220","818","392","closed","Regenerate C# docs for 0.12 release","Merged"
"224653","3193","35","37","closed","DO NOT MERGE: testing ""Integrate Grpc.Tools into msbuild system""","Merged"
